Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free
2023-2025,NYC DOE,BAYSIDE AF - QUEENS,Queens,Public School,Q406,https://www.schools.nyc.gov/schools/Q495,3.0,0.0,3.0,0.0,Yes,3,0,Yes,,,204-29 29th Ave,QUEENS,NY,11360,06/28/2024,"(40.772201, -73.785418)","(40.772201, -73.785418)",BAYSIDE AF QUEENS,,2240.0,3010.0,0.7441860465116279
2023-2025,NYC DOE,Bayside Hills School of Excellence,Queens,Public School,Q332,https://www.schools.nyc.gov/schools/Q376,58.0,0.0,58.0,0.0,Yes,58,0,Yes,,,210-21 48 AVENUE,QUEENS,NY,11364,06/28/2024,"(40.754954, -73.770314)","(40.754954, -73.770314)",Bayside Hills School of Excellence,,43.0,134.0,0.3208955223880597
2023-2025,NYC DOE,BAYSIDE HS - Q,Queens,Public School,Q405,https://www.schools.nyc.gov/schools/Q495,75.0,0.0,75.0,0.0,Yes,75,0,Yes,Yes,Complete,32-24 CORPORAL KENNEDY STREET,QUEENS,NY,11361,10/18/2024,"(40.771398, -73.781041)","(40.771398, -73.781041)",BAYSIDE  Q,,2240.0,3010.0,0.7441860465116279
2023-2025,NYC DOE,Beach Channel Educational Campus,Queens,Public School,Q410,https://www.schools.nyc.gov/schools/Q373,109.0,0.0,109.0,0.0,Yes,104,5,Yes,Yes,Ongoing,100-00 BEACH CHANNEL DRIVE,QUEENS,NY,11694,06/28/2024,"(40.586012, -73.825317)","(40.586012, -73.825317)",Beach Channel Educational Campus,,317.0,515.0,0.6155339805825243
2023-2025,NYC DOE,BEACON HIGH SCHOOL - MANHATTAN,Manhattan,Public School,M912,https://www.schools.nyc.gov/schools/M479,118.0,118.0,0.0,0.0,Yes,118,0,Yes,Yes,Complete,522 WEST 44TH STREET,Manhattan,NY,10036,03/22/2024,"(40.760858, -73.996262)","(40.760858, -73.996262)",BEACON HIGH SCHOOL MANHATTAN,,,,
2023-2025,NYC DOE,BEACON HIGH SCHOOL - MANHATTAN,Manhattan,Public School,M912,https://www.schools.nyc.gov/schools/M479,118.0,118.0,0.0,0.0,Yes,118,0,Yes,Yes,Complete,522 WEST 44TH STREET,Manhattan,NY,10036,03/22/2024,"(40.760858, -73.996262)","(40.760858, -73.996262)",BEACON HIGH SCHOOL MANHATTAN,,,,
2023-2025,NYC DOE,BEACON HS - MANHATTAN,Manhattan,Public School,M837,https://www.schools.nyc.gov/schools/M291,36.0,0.0,0.0,36.0,Yes,36,0,Yes,Yes,Complete,227-243 West 61st Street,Manhattan,NY,10023,07/11/2025,"(40.772608, -73.988338)","(40.772608, -73.988338)",BEACON  MANHATTAN,,,,
2023-2025,NYC DOE,Bedford Academy - Brooklyn,Kings,Public School,K994,https://www.schools.nyc.gov/schools/K595,22.0,0.0,0.0,22.0,Yes,22,0,Yes,Yes,,1119 BEDFORD AVENUE,Brooklyn,NY,11216,04/18/2025,"(40.685486, -73.953692)","(40.685486, -73.953692)",Bedford Academy Brooklyn,,282.0,357.0,0.7899159663865546
2023-2025,NYC DOE,Belmont- K,Kings,Public School,K932,https://www.schools.nyc.gov/schools/X695,14.0,0.0,0.0,14.0,Yes,14,0,Yes,Yes,Complete,619 BELMONT AVENUE,Brooklyn,NY,11207,07/11/2025,"(40.672292, -73.88675)","(40.672292, -73.88675)",Belmont K,,,,
2023-2025,NYC DOE,BENJAMIN BANNEKER ACADEMY-BROOKLYN,Kings,Public School,K914,https://www.schools.nyc.gov/schools/K670,33.0,33.0,0.0,0.0,Yes,33,0,Yes,Yes,Complete,71-77 Clinton Avenue,Brooklyn,NY,11205,03/08/2024,"(40.695389, -73.968759)","(40.695389, -73.968759)",BENJAMIN BANNEKER ACADEMYBROOKLYN,,676.0,835.0,0.8095808383233533
2023-2025,NYC DOE,Benjamin N. Cardozo High School Annex,Queens,Public School,Q469,https://www.schools.nyc.gov/schools/Q415,21.0,0.0,21.0,0.0,Yes,21,0,Yes,,,221-15 58 Avenue,QUEENS,NY,11364,05/03/2024,"(40.75227, -73.757398)","(40.75227, -73.757398)",Benjamin N Cardozo High School Annex,,2171.0,2997.0,0.724391057724391
2023-2025,NYC DOE,BENJAMIN N. CARDOZO HS - Q,Queens,Public School,Q415,https://www.schools.nyc.gov/schools/Q993,93.0,0.0,93.0,0.0,Yes,93,0,Yes,,,57-00 223RD STREET,QUEENS,NY,11364,05/03/2024,"(40.752343, -73.757271)","(40.752343, -73.757271)",BENJAMIN N CARDOZO  Q,,2171.0,2997.0,0.724391057724391
2023-2025,NYC DOE,BERGTRAUM AF - MANHATTAN,Manhattan,Public School,M521,https://www.schools.nyc.gov/schools/M520,2.0,0.0,0.0,2.0,Yes,2,0,Yes,Yes,,171 Cherry Street,Manhattan,NY,10038,05/30/2025,"(40.710607, -73.993771)","(40.710607, -73.993771)",BERGTRAUM AF MANHATTAN,,,,
2023-2025,NYC DOE,BKLYN COLL ACAD (AT BKLYN COLL)-K,Kings,Public School,K555,https://www.schools.nyc.gov/schools/K555,3.0,0.0,3.0,0.0,Yes,3,0,Yes,,,2900 BEDFORD AVENUE,BROOKLYN,NY,11210,06/28/2024,"(40.630673, -73.9548)","(40.630673, -73.9548)",BKLYN COLL ACADK,,,,
2023-2025,NYC DOE,BKLYN COLL ACAD (BRIDGES TO K)-K,Kings,Public School,K917,https://www.schools.nyc.gov/schools/K555,23.0,23.0,0.0,0.0,Yes,23,0,Yes,Yes,Complete,350 CONEY ISLAND AVENUE,Brooklyn,NY,11218,03/22/2024,"(40.649055, -73.972312)","(40.649055, -73.972312)",BKLYN COLL ACADK,,,,
2023-2025,NYC DOE,BKLYN HS OF THE ARTS (OL S J HL)-K,Kings,Public School,K655,https://www.schools.nyc.gov/schools/K656,26.0,0.0,0.0,26.0,Yes,24,2,Yes,Yes,Ongoing,345 DEAN STREET,Brooklyn,NY,11217,04/18/2025,"(40.683951, -73.980266)","(40.683951, -73.980266)",BKLYN  OF THE ARTSK,,,,
2023-2025,NYC DOE,BKLYN HS OF THE ARTS AX (S J HL)-K,Kings,Public School,K656,https://www.schools.nyc.gov/schools/K656,30.0,0.0,0.0,30.0,Yes,29,1,Yes,Yes,Ongoing,500 Pacific Street,Brooklyn,NY,11217,04/18/2025,"(40.684322, -73.980987)","(40.684322, -73.980987)",BKLYN  OF THE ARTS AXK,,,,
2023-2025,NYC DOE,BOYS & GIRLS HS - K,Kings,Public School,K455,https://www.schools.nyc.gov/schools/K765,100.0,0.0,0.0,100.0,Yes,85,15,Yes,Yes,Ongoing,1700 FULTON STREET,Brooklyn,NY,11213,05/16/2025,"(40.678478, -73.931604)","(40.678478, -73.931604)",BOYS & GIRLS  K,,356.0,375.0,0.9493333333333334
2023-2025,NYC DOE,BOYS HS (OLD) - K,Kings,Public School,K458,https://www.schools.nyc.gov/schools/K371,89.0,0.0,89.0,0.0,Yes,85,4,Yes,Yes,Ongoing,832 MARCY AVENUE,BROOKLYN,NY,11216,05/03/2024,"(40.684654, -73.947873)","(40.684654, -73.947873)",BOYS  K,,356.0,375.0,0.9493333333333334
2023-2025,NYC DOE,BOYS HS AF (OLD) - BROOKLYN,Kings,Public School,K457,https://www.schools.nyc.gov/schools/K553,7.0,0.0,7.0,0.0,Yes,7,0,Yes,,,708 Maple Street,BROOKLYN,NY,11203,05/17/2024,"(40.661049, -73.935766)","(40.661049, -73.935766)",BOYS  AF BROOKLYN,,356.0,375.0,0.9493333333333334
2023-2025,NYC DOE,BROADWAY EDUCATION CAMPUS - M,Manhattan,Public School,M282,https://www.schools.nyc.gov/schools/M316,86.0,0.0,0.0,86.0,Yes,71,15,Yes,Yes,Ongoing,26 BROADWAY,Manhattan,NY,10004,02/07/2025,"(40.705688, -74.013303)","(40.705688, -74.013303)",BROADWAY EDUCATION CAMPUS M,,,,
2023-2025,NYC DOE,BRONX DANCE ACADEMY - BRONX,Bronx,Public School,X852,https://www.schools.nyc.gov/schools/X308,16.0,0.0,0.0,16.0,Yes,15,1,Yes,Yes,Ongoing,3617 BAINBRIDGE AVENUE,Bronx,NY,10467,05/16/2025,"(40.885428, -73.878051)","(40.885428, -73.878051)",BRONX DANCE ACADEMY BRONX,,246.0,272.0,0.9044117647058824
2023-2025,NYC DOE,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,Bronx,Public School,X839,https://www.schools.nyc.gov/schools/X811,23.0,0.0,0.0,23.0,Yes,21,2,Yes,Yes,Ongoing,2040 ANTIN PL,Bronx,NY,10462,03/21/2025,"(40.851577, -73.864438)","(40.851577, -73.864438)",BRONX HIGH SCHOOL FOR THE VISUAL ARTS,,366.0,422.0,0.8672985781990521
2023-2025,NYC DOE,Bronx Hope- BRONX,Bronx,Public School,X824,https://www.schools.nyc.gov/schools/X695,10.0,0.0,0.0,10.0,Yes,6,4,Yes,Yes,Ongoing,108 WEST 174 STREET,Bronx,NY,10453,05/02/2025,"(40.846755, -73.918314)","(40.846755, -73.918314)",Bronx Hope BRONX,,177.0,196.0,0.903061224489796
2023-2025,NYC DOE,BRONX HS OF SCIENCE - X,Bronx,Public School,X445,https://www.schools.nyc.gov/schools/X445,89.0,0.0,0.0,89.0,Yes,67,22,Yes,Yes,Ongoing,75 WEST 205 STREET,Bronx,NY,10468,04/04/2025,"(40.879958, -73.889011)","(40.879958, -73.889011)",BRONX  OF SCIENCE X,,298.0,327.0,0.91131498470948
2023-2025,NYC DOE,BRONX HS OF SCIENCE ANNEX - BRONX,Bronx,Public School,X499,https://www.schools.nyc.gov/schools/X445,3.0,0.0,0.0,3.0,Yes,3,0,Yes,Yes,,75 West  205 Street,Bronx,NY,10468,05/02/2025,"(40.877589, -73.89104)","(40.877589, -73.89104)",BRONX  OF SCIENCE ANNEX BRONX,,298.0,327.0,0.91131498470948
2023-2025,NYC DOE,BRONX LEADERSHIP ACADEMY - BRONX,Bronx,Public School,X876,https://www.schools.nyc.gov/schools/X525,13.0,0.0,0.0,13.0,Yes,13,0,Yes,Yes,,1710 Webster Avenue,Bronx,NY,10457,06/13/2025,"(40.84325, -73.902969)","(40.84325, -73.902969)",BRONX LEADERSHIP ACADEMY BRONX,,355.0,376.0,0.9441489361702128
2023-2025,NYC DOE,BRONX LIGHTHOUSE CHARTER SCHOOL - BRONX,Bronx,Public School,X716,https://www.schools.nyc.gov/schools/X185,41.0,0.0,41.0,0.0,Yes,41,0,Yes,Yes,Complete,1001 INTERVALE AVENUE,BRONX,NY,10459,07/25/2025,"(40.823228, -73.897394)","(40.823228, -73.897394)",BRONX LIGHTHOUSE CHARTER SCHOOL BRONX,,177.0,196.0,0.903061224489796
2023-2025,NYC DOE,BRONX REGIONAL HS (OLD 133) - X,Bronx,Public School,X401,https://www.schools.nyc.gov/schools/X446,57.0,0.0,0.0,57.0,Yes,53,4,Yes,Yes,Ongoing,1010 REV. J. A. POLITE AVENUE,Bronx,NY,10459,03/10/2025,"(40.823124, -73.898265)","(40.823124, -73.898265)",BRONX REGIONAL  X,,109.0,117.0,0.9316239316239316
2023-2025,NYC DOE,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY-K,Kings,Public School,K987,https://www.schools.nyc.gov/schools/K498,42.0,0.0,0.0,42.0,Yes,38,4,Yes,Yes,Ongoing,1396 BROADWAY,Brooklyn,NY,11221,01/27/2025,"(40.688399, -73.920603)","(40.688399, -73.920603)",BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGYK,,92.0,104.0,0.8846153846153846
2023-2025,NYC DOE,BROOKLYN STUDIO  (TANDEM K128) - K,Kings,Public School,K721,https://www.schools.nyc.gov/schools/K690,35.0,0.0,35.0,0.0,Yes,28,7,Yes,Yes,Ongoing,8310 21ST AVENUE,BROOKLYN,NY,11214,05/31/2024,"(40.60498, -73.995084)","(40.60498, -73.995084)",BROOKLYN STUDIO K,,713.0,879.0,0.8111490329920364
2023-2025,NYC DOE,BROOKLYN TECH AF - BROOKLYN,Kings,Public School,K431,https://www.schools.nyc.gov/schools/K430,5.0,0.0,0.0,5.0,Yes,5,0,Yes,Yes,,490 Clermont Avenue,Brooklyn,NY,11238,05/02/2025,"(40.682994, -73.968853)","(40.682994, -73.968853)",BROOKLYN TECH AF BROOKLYN,,426.0,485.0,0.8783505154639175
2023-2025,NYC DOE,BROOKLYN TECH HS - K,Kings,Public School,K430,https://www.schools.nyc.gov/schools/K430,161.0,0.0,0.0,161.0,Yes,142,19,Yes,Yes,Ongoing,29 FT GREENE PLACE,Brooklyn,NY,11217,05/02/2025,"(40.688896, -73.976435)","(40.688896, -73.976435)",BROOKLYN TECH  K,,426.0,485.0,0.8783505154639175
2023-2025,NYC DOE,BROWNSVILLE DIPLOMA PLUS HS - K,Kings,Public School,K907,https://www.schools.nyc.gov/schools/K568,23.0,23.0,0.0,0.0,Yes,23,0,Yes,Yes,Complete,1150 East New York Avenue,Brooklyn,NY,11212,04/05/2024,"(40.666251, -73.923881)","(40.666251, -73.923881)",BROWNSVILLE DIPLOMA PLUS  K,,,,
2023-2025,NYC DOE,BRYANT AF - QUEENS,Queens,Public School,Q446,https://www.schools.nyc.gov/schools/Q445,7.0,0.0,0.0,7.0,Yes,7,0,Yes,Yes,,48-10 31 Avenue,Queens,NY,11103,04/04/2025,"(40.757072, -73.911165)","(40.757072, -73.911165)",BRYANT AF QUEENS,,1727.0,1959.0,0.8815722307299643
2023-2025,NYC DOE,BUSHWICK EDUCATIONAL CAMPUS - K,Kings,Public School,K480,https://www.schools.nyc.gov/schools/K168,78.0,78.0,0.0,0.0,Yes,78,0,Yes,Yes,Complete,400 IRVING AVENUE,Brooklyn,NY,11237,07/26/2024,"(40.696457, -73.911751)","(40.696457, -73.911751)",BUSHWICK EDUCATIONAL CAMPUS K,,,,
2023-2025,NYC DOE,BX CHARTER SCH FOR BETTER LRNG - X,Bronx,Public School,X937,https://www.schools.nyc.gov/schools/X718,16.0,0.0,0.0,16.0,Yes,15,1,Yes,Yes,Ongoing,3740 BAYCHESTER AVENUE,Bronx,NY,10466,04/04/2025,"(40.884371, -73.839288)","(40.884371, -73.839288)",BX CHARTER SCH FOR BETTER LRNG X,,,,
2023-2025,NYC DOE,CAMBRIA HEIGHTS ACADEMY - QUEENS,Queens,Public School,Q799,https://www.schools.nyc.gov/schools/Q326,26.0,0.0,0.0,26.0,Yes,24,2,Yes,Yes,Ongoing,188-04 91 Avenue,Queens,NY,11423,04/04/2025,"(40.711857, -73.771196)","(40.711857, -73.771196)",CAMBRIA HEIGHTS ACADEMY QUEENS,,282.0,362.0,0.7790055248618785
2023-2025,NYC DOE,CAMPUS MAGNET HS (JACKSON) - Q,Queens,Public School,Q490,https://www.schools.nyc.gov/schools/Q498,57.0,0.0,0.0,57.0,Yes,53,4,Yes,Yes,Ongoing,207- 01 116TH  AVENUE,Queens,NY,11411,07/11/2025,"(40.698786, -73.74633)","(40.698786, -73.74633)",CAMPUS MAGNET  Q,,365.0,556.0,0.6564748201438849
2023-2025,NYC DOE,CANARSIE HS - K,Kings,Public School,K500,https://www.schools.nyc.gov/schools/K633,91.0,0.0,0.0,91.0,Yes,74,17,Yes,Yes,Ongoing,1600 ROCKAWAY PARKWAY,Brooklyn,NY,11236,02/21/2025,"(40.640543, -73.898601)","(40.640543, -73.898601)",CANARSIE  K,,758.0,936.0,0.8098290598290598
2023-2025,NYC DOE,CARDOZO AF - QUEENS,Queens,Public School,Q416,https://www.schools.nyc.gov/schools/Q415,2.0,0.0,2.0,0.0,Yes,2,0,Yes,,,57-00 223RD STREET,QUEENS,NY,11364,05/03/2024,"(40.752343, -73.757271)","(40.752343, -73.757271)",CARDOZO AF QUEENS,,2171.0,2997.0,0.724391057724391
2023-2025,NYC DOE,CENT HEADQTRS (131 LIV) - K,Kings,Public School,K802,https://www.schools.nyc.gov/schools/K960,16.0,16.0,0.0,0.0,Yes,16,0,Yes,,,131 LIVINGSTON STREET,Brooklyn,NY,11201,12/01/2023,"(40.691075, -73.988475)","(40.691075, -73.988475)",CENT HEADQTRS K,,729.0,809.0,0.9011124845488258
2023-2025,NYC DOE,Centreville Educational Building,Queens,Public School,Q335,https://www.schools.nyc.gov/schools/Q377,141.0,0.0,141.0,0.0,Yes,141,0,Yes,Yes,Complete,150-15 RALEIGH STREET,QUEENS,NY,11417,07/11/2025,"(40.668083, -73.83685)","(40.668083, -73.83685)",Centreville Educational Building,,,,
2023-2025,NYC DOE,Cesiah Toro Mullane School,Kings,Public School,K798,https://www.schools.nyc.gov/schools/K065,117.0,117.0,0.0,0.0,Yes,117,0,Yes,Yes,Complete,696 JAMAICA AVENUE,Brooklyn,NY,11208,03/08/2024,"(40.686534, -73.878353)","(40.686534, -73.878353)",Cesiah Toro Mullane School,,,,
2023-2025,NYC DOE,CHELSEA VOC HS - MANHATTAN,Manhattan,Public School,M615,https://www.schools.nyc.gov/schools/M615,32.0,0.0,0.0,32.0,Yes,29,3,Yes,Yes,Ongoing,131 AVENUE OF THE AMERICAS,Manhattan,NY,10013,02/07/2025,"(40.72463, -74.005058)","(40.72463, -74.005058)",CHELSEA VOC  MANHATTAN,,,,
2023-2025,NYC DOE,CHRISTOPHER COLUMBUS HS - X,Bronx,Public School,X415,https://www.schools.nyc.gov/schools/X288,68.0,0.0,68.0,0.0,Yes,68,0,Yes,,,925 ASTOR AVENUE,BRONX,NY,10469,06/28/2024,"(40.860443, -73.860729)","(40.860443, -73.860729)",CHRISTOPHER COLUMBUS  X,,,,
2023-2025,NYC DOE,CITY-AS-SCHOOL(OLD 95) - MANHATTAN,Manhattan,Public School,M641,https://www.schools.nyc.gov/schools/M501,40.0,0.0,40.0,0.0,Yes,39,1,Yes,Yes,Ongoing,16 CLARKSON STREET,MANHATTAN,NY,10014,06/28/2024,"(40.729052, -74.006155)","(40.729052, -74.006155)",CITYASSCHOOL MANHATTAN,,,,
2023-2025,NYC DOE,CLARA BARTON HS - K,Kings,Public School,K600,https://www.schools.nyc.gov/schools/K753,68.0,0.0,0.0,68.0,Yes,59,9,Yes,Yes,Ongoing,901 CLASSON AVENUE,Brooklyn,NY,11225,07/11/2025,"(40.669805, -73.960689)","(40.669805, -73.960689)",CLARA BARTON  K,,995.0,1250.0,0.796
2023-2025,NYC DOE,CLEVELAND AF NO. 2 - QUEENS,Queens,Public School,Q488,https://www.schools.nyc.gov/schools/Q485,1.0,0.0,0.0,1.0,Yes,1,0,Yes,Yes,,18-08 Willoughby Avenue,Queens,NY,11385,05/16/2025,"(40.7111, -73.9088)","(40.7111, -73.9088)",CLEVELAND AF NO 2 QUEENS,,1172.0,1536.0,0.7630208333333334
2023-2025,NYC DOE,CLINTON AF - BRONX,Bronx,Public School,X441,https://www.schools.nyc.gov/schools/X353,2.0,0.0,2.0,0.0,Yes,2,0,Yes,,,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,NY,10468,05/03/2024,"(40.879958, -73.889011)","(40.879958, -73.889011)",CLINTON AF BRONX,,1048.0,1152.0,0.9097222222222222
2023-2025,NYC DOE,COBBLE HILL SCL OF AMR STD (OL6)-K,Kings,Public School,K804,https://www.schools.nyc.gov/schools/K373,22.0,0.0,0.0,22.0,Yes,19,3,Yes,Yes,Ongoing,347 Baltic Street,Brooklyn,NY,11201,04/18/2025,"(40.684869, -73.990884)","(40.684869, -73.990884)",COBBLE HILL SCL OF AMR STDK,,256.0,303.0,0.8448844884488449
2023-2025,NYC DOE,COLUMBUS AF - BRONX,Bronx,Public School,X416,https://www.schools.nyc.gov/schools/X288,2.0,0.0,2.0,0.0,Yes,2,0,Yes,,,925 ASTOR AVENUE,BRONX,NY,10469,06/28/2024,"(40.860443, -73.860729)","(40.860443, -73.860729)",COLUMBUS AF BRONX,,,,
2023-2025,NYC DOE,CONCORD HS (OLD 12) - S.I.,Richmond,Public School,R470,https://www.schools.nyc.gov/schools/M645,5.0,0.0,0.0,5.0,Yes,5,0,Yes,Yes,,109 RHINE AVENUE,Staten Island,NY,10304,05/16/2025,"(40.61062, -74.087072)","(40.61062, -74.087072)",CONCORD  SI,,156.0,165.0,0.9454545454545454
2023-2025,NYC DOE,CURTIS HIGH SCHOOL ANNEX - STATEN ISLAND,Richmond,Public School,R453,https://www.schools.nyc.gov/schools/R450,13.0,0.0,13.0,0.0,Yes,13,0,Yes,,,105B HAMILTON AVENUE,STATEN ISLAND,NY,10301,07/12/2024,"(40.645409, -74.082221)","(40.645409, -74.082221)",CURTIS HIGH SCHOOL ANNEX STATEN ISLAND,,1799.0,2256.0,0.7974290780141844
2023-2025,NYC DOE,CURTIS HS - S. I.,Richmond,Public School,R450,https://www.schools.nyc.gov/schools/R025,62.0,0.0,62.0,0.0,Yes,57,5,Yes,Yes,Ongoing,105 HAMILTON AVENUE,STATEN ISLAND,NY,10301,07/12/2024,"(40.645436, -74.082149)","(40.645436, -74.082149)",CURTIS  S I,,1799.0,2256.0,0.7974290780141844
2023-2025,NYC DOE,CYPRESS HILLS COMMUNITY SCHOOL - BROOKLYN,Kings,Public School,K814,https://www.schools.nyc.gov/schools/K089,76.0,0.0,76.0,0.0,Yes,76,0,Yes,Yes,Complete,265 WARWICK STREET,BROOKLYN,NY,11207,12/27/2024,"(40.677707, -73.886712)","(40.677707, -73.886712)",CYPRESS HILLS COMMUNITY SCHOOL BROOKLYN,,368.0,403.0,0.913151364764268
2023-2025,NYC DOE,D75 REPLACEMENT @ 15 FAIRFIELD STREET - S.I.,Richmond,Public School,R089,https://www.schools.nyc.gov/schools/R037,37.0,0.0,37.0,0.0,Yes,37,0,Yes,,,15a Fairfield Street,STATEN ISLAND,NY,10308,06/28/2024,"(40.564093, -74.151375)","(40.564093, -74.151375)",D75 REPLACEMENT @ 15 FAIRFIELD STREET SI,,,,
2023-2025,NYC DOE,D75 SCHOOL @ 72ND STREET - BROOKLYN,Kings,Public School,K464,https://www.schools.nyc.gov/schools/K231,11.0,0.0,0.0,11.0,Yes,11,0,Yes,Yes,,1514 72 Street,Brooklyn,NY,11228,04/04/2025,"(40.619061, -74.000752)","(40.619061, -74.000752)",D75 SCHOOL @ 72ND STREET BROOKLYN,,,,
2023-2025,NYC DOE,DAVIDSON AVE- BRONX,Bronx,Public School,X980,https://www.schools.nyc.gov/schools/X176,4.0,4.0,0.0,0.0,Yes,4,0,Yes,,,1732 Davidson Avenue,Bronx,NY,10453,11/03/2023,"(40.84791, -73.913021)","(40.84791, -73.913021)",DAVIDSON AVE BRONX,,,,
2023-2025,NYC DOE,DDC UPK CENTER @143RD STREET - QUEENS,Queens,Public School,Q409,https://www.schools.nyc.gov/schools/Q409,41.0,41.0,0.0,0.0,Yes,41,0,Yes,Yes,Complete,14-45 143rd Street,Queens,NY,11357,12/01/2023,"(40.785787, -73.826154)","(40.785787, -73.826154)",DDC UPK CENTER @143RD STREET QUEENS,,,,
2023-2025,NYC DOE,DEWITT CLINTON HS - X,Bronx,Public School,X440,https://www.schools.nyc.gov/schools/X351,113.0,0.0,113.0,0.0,Yes,113,0,Yes,Yes,Complete,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,NY,10468,07/11/2025,"(40.879958, -73.889011)","(40.879958, -73.889011)",DEWITT CLINTON  X,,1048.0,1152.0,0.9097222222222222
2023-2025,NYC DOE,District 19 S.T.E.M. Academies,Kings,Public School,K667,https://www.schools.nyc.gov/schools/K935,127.0,127.0,0.0,0.0,Yes,127,0,Yes,Yes,Complete,76 Dinsmore Place,Brooklyn,NY,11208,12/15/2023,"(40.680655, -73.875152)","(40.680655, -73.875152)",District 19 STEM Academies,,,,
2023-2025,NYC DOE,DISTRICT 29 PRE-K CENTER @ 92-53 SPRINGFIELD BLVD,Queens,Public School,Q442,https://www.schools.nyc.gov/schools/Q381,62.0,62.0,0.0,0.0,Yes,62,0,Yes,Yes,Complete,92-53 Springfield Boulevard,Queens,NY,11428,07/26/2024,"(40.723302, -73.737116)","(40.723302, -73.737116)",DISTRICT 29  CENTER @ 9253 SPRINGFIELD BLVD,,,,
2023-2025,NYC DOE,DOCK ST CAMPUS - BROOKLYN,Kings,Public School,K611,https://www.schools.nyc.gov/schools/K313,54.0,54.0,0.0,0.0,Yes,54,0,Yes,Yes,Complete,19 DOCK STREET,Brooklyn,NY,11201,10/10/2023,"(40.702952, -73.992076)","(40.702952, -73.992076)",DOCK ST CAMPUS BROOKLYN,,189.0,274.0,0.6897810218978102
2023-2025,NYC DOE,DOE NEW SETTLEMENT COMMUNITY CAMPUS - X,Bronx,Public School,X240,https://www.schools.nyc.gov/schools/X327,84.0,0.0,0.0,84.0,Yes,81,3,Yes,Yes,Ongoing,1501 JEROME AVENUE,Bronx,NY,10452,02/21/2025,"(40.842503, -73.916084)","(40.842503, -73.916084)",DOE NEW SETTLEMENT COMMUNITY CAMPUS X,,,,
2023-2025,NYC DOE,E NY VOC HS OF TRANSIT TECH.-K,Kings,Public School,K615,https://www.schools.nyc.gov/schools/K615,30.0,0.0,0.0,30.0,Yes,29,1,Yes,Yes,Ongoing,1 WELLS STREET,Brooklyn,NY,11208,03/21/2025,"(40.67878, -73.875328)","(40.67878, -73.875328)",E NY VOC  OF TRANSIT TECHK,,,,
2023-2025,NYC DOE,EAGLE ACADEMY - QUEENS,Queens,Public School,Q633,https://www.schools.nyc.gov/schools/Q327,21.0,0.0,0.0,21.0,Yes,21,0,Yes,Yes,,171-10 Linden Boulevard,Queens,NY,11434,05/02/2025,"(40.69172, -73.778924)","(40.69172, -73.778924)",EAGLE ACADEMY QUEENS,,361.0,479.0,0.7536534446764092
2023-2025,NYC DOE,Eagle Academy For Young Men - Bronx,Bronx,Public School,X465,https://www.schools.nyc.gov/schools/X231,45.0,0.0,0.0,45.0,Yes,42,3,Yes,Yes,Ongoing,4143 Third Avenue,Bronx,NY,10457,04/04/2025,"(40.845366, -73.897479)","(40.845366, -73.897479)",Eagle Academy For Young Men Bronx,,375.0,437.0,0.8581235697940504
2023-2025,NYC DOE,EAST ELMHURST COMMUNITY SCHOOL - QUEENS,Queens,Public School,Q329,https://www.schools.nyc.gov/schools/Q329,34.0,34.0,0.0,0.0,Yes,34,0,Yes,,,26-25 97th Street,Queens,NY,11369,08/17/2023,"(40.761573, -73.872244)","(40.761573, -73.872244)",EAST ELMHURST COMMUNITY SCHOOL QUEENS,,420.0,450.0,0.9333333333333332
2023-2025,NYC DOE,EAST SIDE MIDDLE SCHOOL - MANHATTAN,Manhattan,Public School,M114,https://www.schools.nyc.gov/schools/M138,74.0,0.0,0.0,74.0,Yes,69,5,Yes,Yes,Ongoing,331 EAST 91ST STREET,Manhattan,NY,10128,02/21/2025,"(40.780452, -73.947379)","(40.780452, -73.947379)",EAST SIDE MIDDLE SCHOOL MANHATTAN,,,,
2023-2025,NYC DOE,EBC HS FOR PUBLIC SERV.-BUSHWICK-K,Kings,Public School,K913,https://www.schools.nyc.gov/schools/K545,28.0,0.0,0.0,28.0,Yes,28,0,Yes,Yes,Complete,1155 DEKALB AVENUE,Brooklyn,NY,11221,07/11/2025,"(40.694723, -73.929315)","(40.694723, -73.929315)",EBC  FOR PUBLIC SERVBUSHWICKK,,406.0,447.0,0.9082774049217002
